[10:54:08] [ServerMain/INFO]: Building unoptimized datafixer
[10:54:09] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[10:54:14] [ServerMain/INFO]: Loaded 7 recipes
[10:54:15] [ServerMain/INFO]: Loaded 1179 advancements
[10:54:15] [Server thread/INFO]: Starting minecraft server version 1.19.3
[10:54:15] [Server thread/INFO]: Loading properties
[10:54:15] [Server thread/INFO]: Default game type: CREATIVE
[10:54:15] [Server thread/INFO]: Generating keypair
[10:54:15] [Server thread/INFO]: Starting Minecraft server on *:25565
[10:54:16] [Server thread/INFO]: Using epoll channel type
[10:54:16] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[10:54:16] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[10:54:16] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[10:54:16] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[10:54:16] [Server thread/INFO]: Preparing level "world"
[10:55:31] [Worker-Main-7/INFO]: Preparing spawn area: 4%
[10:55:31] [Worker-Main-4/INFO]: Preparing spawn area: 4%
[10:55:31] [Worker-Main-2/INFO]: Preparing spawn area: 4%
[10:55:32] [Worker-Main-7/INFO]: Preparing spawn area: 4%
[10:55:33] [Worker-Main-9/INFO]: Preparing spawn area: 4%
[10:55:33] [Worker-Main-5/INFO]: Preparing spawn area: 4%
[10:55:33] [Worker-Main-7/INFO]: Preparing spawn area: 4%
[10:55:34] [Worker-Main-7/INFO]: Preparing spawn area: 4%
[10:55:34] [Worker-Main-11/INFO]: Preparing spawn area: 5%
[10:55:35] [Worker-Main-9/INFO]: Preparing spawn area: 5%
[10:55:36] [Worker-Main-8/INFO]: Preparing spawn area: 5%
[10:55:36] [Worker-Main-9/INFO]: Preparing spawn area: 5%
[10:55:36] [Worker-Main-7/INFO]: Preparing spawn area: 6%
[10:55:37] [Worker-Main-10/INFO]: Preparing spawn area: 7%
[10:55:37] [Worker-Main-7/INFO]: Preparing spawn area: 8%
[10:55:38] [Worker-Main-7/INFO]: Preparing spawn area: 8%
[10:55:38] [Worker-Main-3/INFO]: Preparing spawn area: 8%
[10:55:39] [Worker-Main-3/INFO]: Preparing spawn area: 8%
[10:55:40] [Worker-Main-4/INFO]: Preparing spawn area: 8%
[10:55:40] [Worker-Main-8/INFO]: Preparing spawn area: 8%
[10:55:40] [Worker-Main-3/INFO]: Preparing spawn area: 10%
[10:55:41] [Worker-Main-7/INFO]: Preparing spawn area: 10%
[10:55:41] [Worker-Main-7/INFO]: Preparing spawn area: 10%
[10:55:42] [Worker-Main-7/INFO]: Preparing spawn area: 10%
[10:55:43] [Worker-Main-7/INFO]: Preparing spawn area: 10%
[10:55:43] [Worker-Main-8/INFO]: Preparing spawn area: 10%
[10:55:44] [Worker-Main-3/INFO]: Preparing spawn area: 10%
[10:55:44] [Worker-Main-7/INFO]: Preparing spawn area: 11%
[10:55:45] [Worker-Main-7/INFO]: Preparing spawn area: 11%
[10:55:45] [Worker-Main-3/INFO]: Preparing spawn area: 11%
[10:55:46] [Worker-Main-7/INFO]: Preparing spawn area: 11%
[10:55:46] [Worker-Main-6/INFO]: Preparing spawn area: 11%
[10:55:46] [Worker-Main-7/INFO]: Preparing spawn area: 11%
[10:55:47] [Worker-Main-7/INFO]: Preparing spawn area: 11%
[10:55:47] [Worker-Main-6/INFO]: Preparing spawn area: 11%
[10:55:48] [Worker-Main-7/INFO]: Preparing spawn area: 11%
[10:55:49] [Worker-Main-6/INFO]: Preparing spawn area: 11%
[10:55:49] [Worker-Main-6/INFO]: Preparing spawn area: 11%
[10:55:49] [Worker-Main-3/INFO]: Preparing spawn area: 11%
[10:55:50] [Worker-Main-4/INFO]: Preparing spawn area: 11%
[10:55:51] [Worker-Main-4/INFO]: Preparing spawn area: 11%
[10:55:51] [Worker-Main-3/INFO]: Preparing spawn area: 11%
[10:55:51] [Worker-Main-8/INFO]: Preparing spawn area: 11%
[10:55:52] [Worker-Main-4/INFO]: Preparing spawn area: 11%
[10:55:52] [Worker-Main-4/INFO]: Preparing spawn area: 11%
[10:55:53] [Worker-Main-3/INFO]: Preparing spawn area: 11%
[10:55:54] [Worker-Main-8/INFO]: Preparing spawn area: 11%
[10:55:54] [Worker-Main-3/INFO]: Preparing spawn area: 11%
[10:55:55] [Worker-Main-6/INFO]: Preparing spawn area: 12%
[10:55:55] [Worker-Main-2/INFO]: Preparing spawn area: 12%
[10:55:56] [Worker-Main-7/INFO]: Preparing spawn area: 12%
[10:55:56] [Worker-Main-9/INFO]: Preparing spawn area: 13%
[10:55:57] [Worker-Main-8/INFO]: Preparing spawn area: 13%
[10:55:57] [Worker-Main-6/INFO]: Preparing spawn area: 13%
[10:55:58] [Worker-Main-10/INFO]: Preparing spawn area: 13%
[10:55:58] [Worker-Main-11/INFO]: Preparing spawn area: 13%
[10:55:59] [Worker-Main-8/INFO]: Preparing spawn area: 14%
[10:55:59] [Worker-Main-2/INFO]: Preparing spawn area: 14%
[10:56:00] [Worker-Main-3/INFO]: Preparing spawn area: 14%
[10:56:00] [Worker-Main-2/INFO]: Preparing spawn area: 16%
[10:56:00] [Worker-Main-9/INFO]: Preparing spawn area: 16%
[10:56:01] [Worker-Main-9/INFO]: Preparing spawn area: 16%
[10:56:01] [Worker-Main-8/INFO]: Preparing spawn area: 16%
[10:56:02] [Worker-Main-2/INFO]: Preparing spawn area: 16%
[10:56:03] [Worker-Main-11/INFO]: Preparing spawn area: 17%
[10:56:03] [Worker-Main-2/INFO]: Preparing spawn area: 17%
[10:56:03] [Worker-Main-10/INFO]: Preparing spawn area: 18%
[10:56:04] [Worker-Main-11/INFO]: Preparing spawn area: 19%
[10:56:04] [Worker-Main-3/INFO]: Preparing spawn area: 19%
[10:56:05] [Worker-Main-11/INFO]: Preparing spawn area: 21%
[10:56:06] [Worker-Main-9/INFO]: Preparing spawn area: 21%
[10:56:06] [Worker-Main-10/INFO]: Preparing spawn area: 21%
[10:56:07] [Worker-Main-3/INFO]: Preparing spawn area: 21%
[10:56:07] [Worker-Main-6/INFO]: Preparing spawn area: 21%
[10:56:08] [Worker-Main-10/INFO]: Preparing spawn area: 21%
[10:56:08] [Worker-Main-4/INFO]: Preparing spawn area: 21%
[10:56:08] [Worker-Main-4/INFO]: Preparing spawn area: 21%
[10:56:09] [Worker-Main-6/INFO]: Preparing spawn area: 21%
[10:56:10] [Worker-Main-8/INFO]: Preparing spawn area: 22%
[10:56:10] [Worker-Main-7/INFO]: Preparing spawn area: 22%
[10:56:11] [Worker-Main-7/INFO]: Preparing spawn area: 22%
[10:56:11] [Worker-Main-10/INFO]: Preparing spawn area: 22%
[10:56:12] [Worker-Main-4/INFO]: Preparing spawn area: 22%
[10:56:12] [Worker-Main-4/INFO]: Preparing spawn area: 22%
[10:56:13] [Worker-Main-6/INFO]: Preparing spawn area: 22%
[10:56:13] [Worker-Main-8/INFO]: Preparing spawn area: 22%
[10:56:14] [Worker-Main-7/INFO]: Preparing spawn area: 22%
[10:56:14] [Worker-Main-8/INFO]: Preparing spawn area: 22%
[10:56:15] [Worker-Main-6/INFO]: Preparing spawn area: 22%
[10:56:15] [Worker-Main-4/INFO]: Preparing spawn area: 23%
[10:56:15] [Worker-Main-3/INFO]: Preparing spawn area: 24%
[10:56:16] [Worker-Main-10/INFO]: Preparing spawn area: 24%
[10:56:16] [Worker-Main-2/INFO]: Preparing spawn area: 24%
[10:56:17] [Worker-Main-2/INFO]: Preparing spawn area: 24%
[10:56:18] [Worker-Main-10/INFO]: Preparing spawn area: 26%
[10:56:18] [Worker-Main-7/INFO]: Preparing spawn area: 26%
[10:56:18] [Worker-Main-11/INFO]: Preparing spawn area: 26%
[10:56:19] [Worker-Main-4/INFO]: Preparing spawn area: 26%
[10:56:20] [Worker-Main-1/INFO]: Preparing spawn area: 26%
[10:56:20] [Worker-Main-9/INFO]: Preparing spawn area: 26%
[10:56:20] [Worker-Main-7/INFO]: Preparing spawn area: 27%
[10:56:21] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[10:56:21] [Worker-Main-4/INFO]: Preparing spawn area: 28%
[10:56:22] [Worker-Main-6/INFO]: Preparing spawn area: 29%
[10:56:22] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[10:56:23] [Worker-Main-4/INFO]: Preparing spawn area: 29%
[10:56:23] [Worker-Main-7/INFO]: Preparing spawn area: 30%
[10:56:24] [Worker-Main-8/INFO]: Preparing spawn area: 31%
[10:56:24] [Worker-Main-8/INFO]: Preparing spawn area: 31%
[10:56:25] [Worker-Main-8/INFO]: Preparing spawn area: 31%
[10:56:26] [Worker-Main-9/INFO]: Preparing spawn area: 31%
[10:56:26] [Worker-Main-1/INFO]: Preparing spawn area: 32%
[10:56:26] [Worker-Main-1/INFO]: Preparing spawn area: 32%
[10:56:27] [Worker-Main-3/INFO]: Preparing spawn area: 32%
[10:56:27] [Worker-Main-1/INFO]: Preparing spawn area: 32%
[10:56:28] [Worker-Main-5/INFO]: Preparing spawn area: 35%
[10:56:29] [Worker-Main-3/INFO]: Preparing spawn area: 36%
[10:56:29] [Worker-Main-11/INFO]: Preparing spawn area: 36%
[10:56:29] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[10:56:30] [Worker-Main-2/INFO]: Preparing spawn area: 40%
[10:56:31] [Worker-Main-11/INFO]: Preparing spawn area: 42%
[10:56:31] [Worker-Main-10/INFO]: Preparing spawn area: 44%
[10:56:32] [Worker-Main-5/INFO]: Preparing spawn area: 44%
[10:56:32] [Worker-Main-1/INFO]: Preparing spawn area: 44%
[10:56:33] [Worker-Main-5/INFO]: Preparing spawn area: 44%
[10:56:33] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[10:56:33] [Worker-Main-6/INFO]: Preparing spawn area: 44%
[10:56:34] [Worker-Main-6/INFO]: Preparing spawn area: 47%
[10:56:35] [Worker-Main-6/INFO]: Preparing spawn area: 47%
[10:56:35] [Worker-Main-11/INFO]: Preparing spawn area: 47%
[10:56:36] [Worker-Main-4/INFO]: Preparing spawn area: 48%
[10:56:36] [Worker-Main-9/INFO]: Preparing spawn area: 48%
[10:56:36] [Worker-Main-7/INFO]: Preparing spawn area: 48%
[10:56:37] [Worker-Main-9/INFO]: Preparing spawn area: 48%
[10:56:37] [Worker-Main-6/INFO]: Preparing spawn area: 48%
[10:56:38] [Worker-Main-11/INFO]: Preparing spawn area: 51%
[10:56:38] [Worker-Main-2/INFO]: Preparing spawn area: 53%
[10:56:39] [Worker-Main-2/INFO]: Preparing spawn area: 55%
[10:56:40] [Worker-Main-10/INFO]: Preparing spawn area: 58%
[10:56:40] [Worker-Main-10/INFO]: Preparing spawn area: 58%
[10:56:40] [Worker-Main-8/INFO]: Preparing spawn area: 61%
[10:56:41] [Worker-Main-8/INFO]: Preparing spawn area: 64%
[10:56:41] [Worker-Main-8/INFO]: Preparing spawn area: 65%
[10:56:42] [Worker-Main-10/INFO]: Preparing spawn area: 66%
[10:56:43] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[10:56:43] [Worker-Main-5/INFO]: Preparing spawn area: 69%
[10:56:43] [Worker-Main-6/INFO]: Preparing spawn area: 70%
[10:56:44] [Worker-Main-5/INFO]: Preparing spawn area: 71%
[10:56:45] [Worker-Main-5/INFO]: Preparing spawn area: 73%
[10:56:45] [Worker-Main-9/INFO]: Preparing spawn area: 74%
[10:56:45] [Worker-Main-1/INFO]: Preparing spawn area: 76%
[10:56:46] [Worker-Main-9/INFO]: Preparing spawn area: 78%
[10:56:46] [Worker-Main-11/INFO]: Preparing spawn area: 81%
[10:56:47] [Worker-Main-1/INFO]: Preparing spawn area: 82%
[10:56:48] [Worker-Main-8/INFO]: Preparing spawn area: 82%
[10:56:48] [Worker-Main-10/INFO]: Preparing spawn area: 82%
[10:56:49] [Worker-Main-6/INFO]: Preparing spawn area: 86%
[10:56:49] [Worker-Main-1/INFO]: Preparing spawn area: 87%
[10:56:49] [Worker-Main-10/INFO]: Preparing spawn area: 88%
[10:56:50] [Worker-Main-5/INFO]: Preparing spawn area: 88%
[10:56:51] [Worker-Main-11/INFO]: Preparing spawn area: 91%
[10:56:51] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[10:56:51] [Worker-Main-11/INFO]: Preparing spawn area: 97%
[10:56:51] [Server thread/INFO]: Time elapsed: 153538 ms
[10:56:51] [Server thread/INFO]: Done (155.022s)! For help, type "help"
[10:57:01] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 9605ms or 192 ticks behind
[11:00:12] [Server thread/INFO]: shuricken[/192.168.1.5:52436] logged in with entity id 96 at (-5.5, 70.0, -101.5)
[11:00:12] [Server thread/INFO]: shuricken joined the game
[11:07:20] [Server thread/INFO]: shuricken has made the advancement [Sweet Dreams]
[11:07:38] [Server thread/INFO]: shuricken lost connection: Disconnected
[11:07:38] [Server thread/INFO]: shuricken left the game
[11:07:51] [Server thread/INFO]: Stopping the server
[11:07:51] [Server thread/INFO]: Stopping server
[11:07:51] [Server thread/INFO]: Saving players
[11:07:51] [Server thread/INFO]: Saving worlds
[11:07:52] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[11:08:31] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[11:08:31] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[11:08:31] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[11:08:31] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[11:08:31] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[11:08:31] [Server thread/INFO]: ThreadedAnvilChunkStorage: All dimensions are saved
